family,genus,species
Heptapteridae,Pimelodella,eutaenia
Heptapteridae,Pimelodella,figueroai
Heptapteridae,Pimelodella,geryi
Heptapteridae,Pimelodella,gracilis
Heptapteridae,Pimelodella,griffini
Heptapteridae,Pimelodella,grisea
Heptapteridae,Pimelodella,harttii
Heptapteridae,Pimelodella,hartwelli
Heptapteridae,Pimelodella,hasemani
Heptapteridae,Pimelodella,howesi
Heptapteridae,Pimelodella,itapicuruensis
Heptapteridae,Pimelodella,kronei
Heptapteridae,Pimelodella,lateristriga
Heptapteridae,Pimelodella,laticeps
Heptapteridae,Pimelodella,laurenti
Heptapteridae,Pimelodella,linami
Heptapteridae,Pimelodella,macrocephala
Heptapteridae,Pimelodella,macturki
Heptapteridae,Pimelodella,martinezi
Heptapteridae,Pimelodella,meeki
Heptapteridae,Pimelodella,megalops
Heptapteridae,Pimelodella,megalura
Heptapteridae,Pimelodella,metae
Heptapteridae,Pimelodella,modestus
Heptapteridae,Pimelodella,montana
Heptapteridae,Pimelodella,mucosa
Heptapteridae,Pimelodella,nigrofasciata
Heptapteridae,Pimelodella,notomelas
Heptapteridae,Pimelodella,odynea
Heptapteridae,Pimelodella,ophthalmica
Heptapteridae,Pimelodella,pallida
Heptapteridae,Pimelodella,pappenheimi
Heptapteridae,Pimelodella,parnahybae
Heptapteridae,Pimelodella,parva
Heptapteridae,Pimelodella,pectinifer
Heptapteridae,Pimelodella,peruana
Heptapteridae,Pimelodella,peruensis
Heptapteridae,Pimelodella,procera
Heptapteridae,Pimelodella,rendahli
Heptapteridae,Pimelodella,reyesi
Heptapteridae,Pimelodella,roccae
Heptapteridae,Pimelodella,rudolphi
Heptapteridae,Pimelodella,serrata
Heptapteridae,Pimelodella,spelaea
Heptapteridae,Pimelodella,steindachneri
Heptapteridae,Pimelodella,taeniophora
Heptapteridae,Pimelodella,taenioptera
Heptapteridae,Pimelodella,tapatapae
Heptapteridae,Pimelodella,transitoria
Heptapteridae,Pimelodella,vittata
Heptapteridae,Pimelodella,wesselii
Heptapteridae,Pimelodella,witmeri
Heptapteridae,Pimelodella,yuncensis
Heptapteridae,Rhamdella,aymarae
Heptapteridae,Rhamdella,eriarcha
Heptapteridae,Rhamdella,exsudans
Heptapteridae,Rhamdella,gilli
Heptapteridae,Rhamdella,ignobilis
Heptapteridae,Rhamdella,jenynsii
Heptapteridae,Rhamdella,leptosoma
Heptapteridae,Rhamdella,longipinnis
Heptapteridae,Rhamdella,longiuscula
Heptapteridae,Rhamdella,montana
Heptapteridae,Rhamdella,papariae
Heptapteridae,Rhamdella,robinsoni
Heptapteridae,Rhamdella,rusbyi
Heptapteridae,Rhamdella,wolfi
Heptapteridae,Rhamdia,argentina
Heptapteridae,Rhamdia,bathyura
Heptapteridae,Rhamdia,dorsalis
Heptapteridae,Rhamdia,duquei
Heptapteridae,Rhamdia,enfurnada
Heptapteridae,Rhamdia,foina
Heptapteridae,Rhamdia,guasarensis
Heptapteridae,Rhamdia,guatemalensis
Heptapteridae,Rhamdia,humilis
Heptapteridae,Rhamdia,itacaiunas
Heptapteridae,Rhamdia,jequitinhonha
Heptapteridae,Rhamdia,laluchensis
Heptapteridae,Rhamdia,laticauda
Heptapteridae,Rhamdia,laukidi
Heptapteridae,Rhamdia,macuspanensis
Heptapteridae,Rhamdia,muelleri
Heptapteridae,Rhamdia,nicaraguensis
Heptapteridae,Rhamdia,ortoni
Heptapteridae,Rhamdia,parryi
Heptapteridae,Rhamdia,poeyi
Heptapteridae,Rhamdia,quelen
Heptapteridae,Rhamdia,reddelli
Heptapteridae,Rhamdia,sapo
Heptapteridae,Rhamdia,schomburgkii
Heptapteridae,Rhamdia,typhla
Heptapteridae,Rhamdia,velifer
Heptapteridae,Rhamdia,xetequepeque
Heptapteridae,Rhamdia,zongolicensis
Heptapteridae,Rhamdioglanis,frenatus
Heptapteridae,Rhamdioglanis,transfasciatus
Heptapteridae,Rhamdiopsis,microcephala
Heptapteridae,Rhamdiopsis,moreirai
Heptapteridae,Taunayia,bifasciata
Heteropneustidae,Heteropneustes,fossilis
Heteropneustidae,Heteropneustes,kemratensis
Heteropneustidae,Heteropneustes,longipectoralis
Heteropneustidae,Heteropneustes,microps
Ictaluridae,Ameiurus,brunneus
Ictaluridae,Ameiurus,catus
Ictaluridae,Ameiurus,melas
Ictaluridae,Ameiurus,natalis
Ictaluridae,Ameiurus,nebulosus
Ictaluridae,Ameiurus,platycephalus
Ictaluridae,Ameiurus,serracanthus
Ictaluridae,Ictalurus,australis
Ictaluridae,Ictalurus,balsanus
Ictaluridae,Ictalurus,dugesii
Ictaluridae,Ictalurus,furcatus
Ictaluridae,Ictalurus,lupus
Ictaluridae,Ictalurus,mexicanus
Ictaluridae,Ictalurus,ochoterenai
Ictaluridae,Ictalurus,pricei
Ictaluridae,Ictalurus,punctatus
Ictaluridae,Noturus,albater
Ictaluridae,Noturus,baileyi
Ictaluridae,Noturus,crypticus
Ictaluridae,Noturus,elegans
Ictaluridae,Noturus,eleutherus
Ictaluridae,Noturus,exilis
Ictaluridae,Noturus,fasciatus
Ictaluridae,Noturus,flavater
Ictaluridae,Noturus,flavipinnis
Ictaluridae,Noturus,flavus
Ictaluridae,Noturus,funebris
Ictaluridae,Noturus,furiosus
Ictaluridae,Noturus,gilberti
Ictaluridae,Noturus,gladiator
Ictaluridae,Noturus,gyrinus
Ictaluridae,Noturus,hildebrandi
Ictaluridae,Noturus,hildebrandi
Ictaluridae,Noturus,hildebrandi
Ictaluridae,Noturus,insignis
Ictaluridae,Noturus,lachneri
Ictaluridae,Noturus,leptacanthus
Ictaluridae,Noturus,maydeni
Ictaluridae,Noturus,miurus
Ictaluridae,Noturus,munitus
Ictaluridae,Noturus,nocturnus
Ictaluridae,Noturus,phaeus
Ictaluridae,Noturus,placidus
Ictaluridae,Noturus,stanauli
Ictaluridae,Noturus,stigmosus
Ictaluridae,Noturus,taylori
Ictaluridae,Noturus,trautmani
Ictaluridae,Prietella,lundbergi
Ictaluridae,Prietella,phreatophila
Ictaluridae,Pylodictis,olivaris
Ictaluridae,Satan,eurystomus
Ictaluridae,Trogloglanis,pattersoni
Lacantuniidae,Lacantunia,enigmatica
Loricariidae,Acanthicus,adonis
Loricariidae,Acanthicus,hystrix
Loricariidae,Acestridium,colombiensis
Loricariidae,Acestridium,dichromum
Loricariidae,Acestridium,discus
Loricariidae,Acestridium,martini
Loricariidae,Ancistrus,aguaboensis
Loricariidae,Ancistrus,bodenhameri
Loricariidae,Ancistrus,bolivianus
Loricariidae,Ancistrus,brevifilis
Loricariidae,Ancistrus,brevipinnis
Loricariidae,Ancistrus,bufonius
Loricariidae,Ancistrus,caucanus
Loricariidae,Ancistrus,centrolepis
Loricariidae,Ancistrus,chagresi
Loricariidae,Ancistrus,cirrhosus
Loricariidae,Ancistrus,claro
Loricariidae,Ancistrus,clementinae
Loricariidae,Ancistrus,cryptophthalmus
Loricariidae,Ancistrus,cuiabae
Loricariidae,Ancistrus,damasceni
Loricariidae,Ancistrus,dolichopterus
Loricariidae,Ancistrus,dubius
Loricariidae,Ancistrus,erinaceus
Loricariidae,Ancistrus,eustictus
Loricariidae,Ancistrus,formoso
Loricariidae,Ancistrus,fulvus
Loricariidae,Ancistrus,galani
Loricariidae,Ancistrus,gymnorhynchus
Loricariidae,Ancistrus,heterorhynchus
Loricariidae,Ancistrus,hoplogenys
Loricariidae,Ancistrus,jataiensis
Loricariidae,Ancistrus,jelskii
Loricariidae,Ancistrus,latifrons
Loricariidae,Ancistrus,leucostictus
Loricariidae,Ancistrus,lineolatus
Loricariidae,Ancistrus,lithurgicus
Loricariidae,Ancistrus,macrophthalmus
Loricariidae,Ancistrus,maculatus
Loricariidae,Ancistrus,malacops
Loricariidae,Ancistrus,maracasae
Loricariidae,Ancistrus,martini
Loricariidae,Ancistrus,mattogrossensis
Loricariidae,Ancistrus,megalostomus
Loricariidae,Ancistrus,minutus
Loricariidae,Ancistrus,montanus
Loricariidae,Ancistrus,multispinis
Loricariidae,Ancistrus,nudiceps
Loricariidae,Ancistrus,occidentalis
Loricariidae,Ancistrus,occloi
Loricariidae,Ancistrus,parecis
Loricariidae,Ancistrus,pirareta
Loricariidae,Ancistrus,piriformis
Loricariidae,Ancistrus,ranunculus
Loricariidae,Ancistrus,reisi
Loricariidae,Ancistrus,salgadae
Loricariidae,Ancistrus,spinosus
Loricariidae,Ancistrus,stigmaticus
Loricariidae,Ancistrus,tamboensis
Loricariidae,Ancistrus,taunayi
Loricariidae,Ancistrus,temminckii
Loricariidae,Ancistrus,tombador
Loricariidae,Ancistrus,trinitatis
Loricariidae,Ancistrus,triradiatus
Loricariidae,Ancistrus,variolus
Loricariidae,Ancistrus,verecundus
Loricariidae,Aphanotorulus,ammophilus
Loricariidae,Aphanotorulus,unicolor
Loricariidae,Apistoloricaria,condei
Loricariidae,Apistoloricaria,laani
Loricariidae,Apistoloricaria,listrorhinos
Loricariidae,Apistoloricaria,ommation
Loricariidae,Aposturisoma,myriodon
Loricariidae,Baryancistrus,demantoides
Loricariidae,Baryancistrus,longipinnis
Loricariidae,Baryancistrus,niveatus
Loricariidae,Brochiloricaria,chauliodon
Loricariidae,Brochiloricaria,macrodon
Loricariidae,Chaetostoma,aburrensis
Loricariidae,Chaetostoma,aequinoctiale
Loricariidae,Chaetostoma,alternifasciatum
Loricariidae,Chaetostoma,anale
Loricariidae,Chaetostoma,anomalum
Loricariidae,Chaetostoma,branickii
Loricariidae,Chaetostoma,breve
Loricariidae,Chaetostoma,brevilabiatum
Loricariidae,Chaetostoma,changae
Loricariidae,Chaetostoma,daidalmatos
Loricariidae,Chaetostoma,dermorhynchum
Loricariidae,Chaetostoma,dorsale
Loricariidae,Chaetostoma,dupouii
Loricariidae,Chaetostoma,fischeri
Loricariidae,Chaetostoma,greeni
Loricariidae,Chaetostoma,guairense
Loricariidae,Chaetostoma,jegui
Loricariidae,Chaetostoma,lepturum
Loricariidae,Chaetostoma,leucomelas
Loricariidae,Chaetostoma,lineopunctatum
Loricariidae,Chaetostoma,loborhynchos
Loricariidae,Chaetostoma,machiquense
Loricariidae,Chaetostoma,marcapatae
Loricariidae,Chaetostoma,marginatum
Loricariidae,Chaetostoma,marmorescens
Loricariidae,Chaetostoma,microps
Loricariidae,Chaetostoma,milesi
Loricariidae,Chaetostoma,mollinasum
Loricariidae,Chaetostoma,niveum
Loricariidae,Chaetostoma,nudirostre
Loricariidae,Chaetostoma,palmeri
Loricariidae,Chaetostoma,patiae
Loricariidae,Chaetostoma,paucispinis
Loricariidae,Chaetostoma,pearsei
Loricariidae,Chaetostoma,sericeum
Loricariidae,Chaetostoma,sovichthys
Loricariidae,Chaetostoma,stannii
Loricariidae,Chaetostoma,stroumpoulos
Loricariidae,Chaetostoma,tachiraensis
Loricariidae,Chaetostoma,taczanowskii
Loricariidae,Chaetostoma,thomsoni
Loricariidae,Chaetostoma,vagum
Loricariidae,Chaetostoma,vasquezi
Loricariidae,Chaetostoma,venezuelae
Loricariidae,Chaetostoma,yurubiense
Loricariidae,Cordylancistrus,daguae
Loricariidae,Cordylancistrus,nephelion
Loricariidae,Cordylancistrus,perijae
Loricariidae,Cordylancistrus,platycephalus
Loricariidae,Cordylancistrus,platyrhynchus
Loricariidae,Cordylancistrus,torbesensis
Loricariidae,Corumbataia,britskii
Loricariidae,Corumbataia,cuestae
Loricariidae,Corumbataia,tocantinensis
Loricariidae,Corymbophanes,andersoni
Loricariidae,Corymbophanes,kaiei
Loricariidae,Crossoloricaria,bahuaja
Loricariidae,Crossoloricaria,cephalaspis
Loricariidae,Crossoloricaria,rhami
Loricariidae,Crossoloricaria,variegata
Loricariidae,Crossoloricaria,venezuelae
Loricariidae,Cteniloricaria,fowleri
Loricariidae,Cteniloricaria,maculata
Loricariidae,Cteniloricaria,platystoma
Loricariidae,Dasyloricaria,capetensis
Loricariidae,Dasyloricaria,filamentosa
Loricariidae,Dasyloricaria,latiura
Loricariidae,Dasyloricaria,seminuda
Loricariidae,Dasyloricaria,tuyrensis
Loricariidae,Dekeyseria,amazonica
Loricariidae,Dekeyseria,brachyura
Loricariidae,Dekeyseria,niveata
Loricariidae,Dekeyseria,picta
Loricariidae,Dekeyseria,pulcher
Loricariidae,Dekeyseria,scaphirhyncha
Loricariidae,Delturus,angulicauda
Loricariidae,Delturus,brevis
Loricariidae,Delturus,carinotus
Loricariidae,Delturus,parahybae
Loricariidae,Dentectus,barbarmatus
Loricariidae,Dolichancistrus,atratoensis
Loricariidae,Dolichancistrus,carnegiei
Loricariidae,Dolichancistrus,cobrensis
Loricariidae,Dolichancistrus,fuesslii
Loricariidae,Dolichancistrus,pediculatus
Loricariidae,Dolichancistrus,setosus
Loricariidae,Epactionotus,aky
Loricariidae,Epactionotus,bilineatus
Loricariidae,Epactionotus,gracilis
Loricariidae,Epactionotus,itaimbezinho
Loricariidae,Epactionotus,yasi
Loricariidae,Eurycheilichthys,limulus
Loricariidae,Eurycheilichthys,pantherinus
Loricariidae,Exastilithoxus,fimbriatus
Loricariidae,Exastilithoxus,hoedemani
Loricariidae,Farlowella,acus
Loricariidae,Farlowella,altocorpus
Loricariidae,Farlowella,amazonum
Loricariidae,Farlowella,colombiensis
Loricariidae,Farlowella,curtirostra
Loricariidae,Farlowella,gracilis
Loricariidae,Farlowella,hahni
Loricariidae,Farlowella,hasemani
Loricariidae,Farlowella,henriquei
Loricariidae,Farlowella,isbruckeri
Loricariidae,Farlowella,jauruensis
Loricariidae,Farlowella,knerii
Loricariidae,Farlowella,mariaelenae
Loricariidae,Farlowella,martini
Loricariidae,Farlowella,nattereri
Loricariidae,Farlowella,odontotumulus
Loricariidae,Farlowella,oxyrryncha
Loricariidae,Farlowella,paraguayensis
Loricariidae,Farlowella,platoryncha
Loricariidae,Farlowella,reticulata
Loricariidae,Farlowella,rugosa
Loricariidae,Farlowella,schreitmuelleri
Loricariidae,Farlowella,smithi
Loricariidae,Farlowella,taphorni
Loricariidae,Farlowella,venezuelensis
Loricariidae,Farlowella,vittata
Loricariidae,Furcodontichthys,novaesi
Loricariidae,Glyptoperichthys,gibbiceps
Loricariidae,Glyptoperichthys,joselimaianus
Loricariidae,Glyptoperichthys,lituratus
Loricariidae,Glyptoperichthys,parnaibae
Loricariidae,Glyptoperichthys,punctatus
Loricariidae,Glyptoperichthys,scrophus
Loricariidae,Glyptoperichthys,xinguensis
Loricariidae,Harttia,carvalhoi
Loricariidae,Harttia,depressa
Loricariidae,Harttia,dissidens
Loricariidae,Harttia,duriventris
Loricariidae,Harttia,garavelloi
Loricariidae,Harttia,gracilis
Loricariidae,Harttia,guianensis
Loricariidae,Harttia,kronei
Loricariidae,Harttia,leiopleura
Loricariidae,Harttia,longipinna
Loricariidae,Harttia,loricariformis
Loricariidae,Harttia,merevari
Loricariidae,Harttia,novalimensis
Loricariidae,Harttia,punctata
Loricariidae,Harttia,rhombocephala
Loricariidae,Harttia,surinamensis
Loricariidae,Harttia,torrenticola
Loricariidae,Harttia,trombetensis
Loricariidae,Harttia,uatumensis
Loricariidae,Harttiella,crassicauda
Loricariidae,Hemiancistrus,annectens
Loricariidae,Hemiancistrus,aspidolepis
Loricariidae,Hemiancistrus,chlorostictus
Loricariidae,Hemiancistrus,fugleri
Loricariidae,Hemiancistrus,fuliginosus
Loricariidae,Hemiancistrus,guahiborum
Loricariidae,Hemiancistrus,hammarlundi
Loricariidae,Hemiancistrus,holostictus
Loricariidae,Hemiancistrus,landoni
Loricariidae,Hemiancistrus,macrops
Loricariidae,Hemiancistrus,maracaiboensis
Loricariidae,Hemiancistrus,medians
Loricariidae,Hemiancistrus,megacephalus
Loricariidae,Hemiancistrus,megalopteryx
Loricariidae,Hemiancistrus,meizospilos
Loricariidae,Hemiancistrus,micrommatos
Loricariidae,Hemiancistrus,punctulatus
Loricariidae,Hemiancistrus,spilomma
Loricariidae,Hemiancistrus,spinosissimus
Loricariidae,Hemiancistrus,subviridis
Loricariidae,Hemiancistrus,votouro
Loricariidae,Hemiancistrus,wilsoni
Loricariidae,Hemiloricaria,aurata
Loricariidae,Hemiodontichthys,acipenserinus
Loricariidae,Hemipsilichthys,azygolechis
Loricariidae,Hemipsilichthys,bahianus
Loricariidae,Hemipsilichthys,cameroni
Loricariidae,Hemipsilichthys,cerosus
Loricariidae,Hemipsilichthys,eurycephalus
Loricariidae,Hemipsilichthys,garbei
Loricariidae,Hemipsilichthys,gobio
Loricariidae,Hemipsilichthys,hypselurus
Loricariidae,Hemipsilichthys,hystrix
Loricariidae,Hemipsilichthys,mutuca
Loricariidae,Hemipsilichthys,nimius
Loricariidae,Hemipsilichthys,nudulus
Loricariidae,Hemipsilichthys,papillatus
Loricariidae,Hemipsilichthys,regani
Loricariidae,Hemipsilichthys,splendens
Loricariidae,Hemipsilichthys,steindachneri
Loricariidae,Hemipsilichthys,stephanus
Loricariidae,Hemipsilichthys,stomias
Loricariidae,Hemipsilichthys,vestigipinnis
Loricariidae,Hisonotus,depressicauda
Loricariidae,Hisonotus,depressinotus
Loricariidae,Hisonotus,francirochai
Loricariidae,Hisonotus,insperatus
Loricariidae,Hisonotus,laevior
Loricariidae,Hisonotus,leptochilus
Loricariidae,Hisonotus,leucofrenatus
Loricariidae,Hisonotus,maculipinnis
Loricariidae,Hisonotus,nigricauda
Loricariidae,Hisonotus,notatus
Loricariidae,Hisonotus,paulinus
Loricariidae,Hisonotus,ringueleti
Loricariidae,Hisonotus,taimensis
Loricariidae,Hopliancistrus,tricornis
Loricariidae,Hypancistrus,contradens
Loricariidae,Hypancistrus,debilittera
Loricariidae,Hypancistrus,furunculus
Loricariidae,Hypancistrus,inspector
Loricariidae,Hypancistrus,lunaorum
Loricariidae,Hypancistrus,zebra
Loricariidae,Hypoptopoma,bilobatum
Loricariidae,Hypoptopoma,guentheri
Loricariidae,Hypoptopoma,guianense
Loricariidae,Hypoptopoma,gulare
Loricariidae,Hypoptopoma,inexspectatum
Loricariidae,Hypoptopoma,joberti
Loricariidae,Hypoptopoma,psilogaster
Loricariidae,Hypoptopoma,steindachneri
Loricariidae,Hypoptopoma,thoracatum
Loricariidae,Hypostomus,affinis
Loricariidae,Hypostomus,agna
Loricariidae,Hypostomus,alatus
Loricariidae,Hypostomus,albopunctatus
Loricariidae,Hypostomus,ancistroides
Loricariidae,Hypostomus,angipinnatus
Loricariidae,Hypostomus,argus
Loricariidae,Hypostomus,asperatus
Loricariidae,Hypostomus,aspilogaster
Loricariidae,Hypostomus,atropinnis
Loricariidae,Hypostomus,auroguttatus
Loricariidae,Hypostomus,bolivianus
Loricariidae,Hypostomus,borellii
Loricariidae,Hypostomus,boulengeri
Loricariidae,Hypostomus,brevicauda
Loricariidae,Hypostomus,brevis
Loricariidae,Hypostomus,carinatus
Loricariidae,Hypostomus,carvalhoi
Loricariidae,Hypostomus,cochliodon
Loricariidae,Hypostomus,commersoni
Loricariidae,Hypostomus,coppenamensis
Loricariidae,Hypostomus,corantijni
Loricariidae,Hypostomus,cordovae
Loricariidae,Hypostomus,crassicauda
Loricariidae,Hypostomus,derbyi
Loricariidae,Hypostomus,dlouhyi
Loricariidae,Hypostomus,eptingi
Loricariidae,Hypostomus,ericae
Loricariidae,Hypostomus,ericius
Loricariidae,Hypostomus,fluviatilis
Loricariidae,Hypostomus,fonchii
Loricariidae,Hypostomus,francisci
Loricariidae,Hypostomus,garmani
Loricariidae,Hypostomus,goyazensis
Loricariidae,Hypostomus,gymnorhynchus
Loricariidae,Hypostomus,hemicochliodon
Loricariidae,Hypostomus,hemiurus
Loricariidae,Hypostomus,hermanni
Loricariidae,Hypostomus,hondae
Loricariidae,Hypostomus,hoplonites
Loricariidae,Hypostomus,iheringii
Loricariidae,Hypostomus,interruptus
Loricariidae,Hypostomus,isbrueckeri
Loricariidae,Hypostomus,itacua
Loricariidae,Hypostomus,jaguribensis
Loricariidae,Hypostomus,johnii
Loricariidae,Hypostomus,laplatae
Loricariidae,Hypostomus,latifrons
Loricariidae,Hypostomus,latirostris
Loricariidae,Hypostomus,levis
Loricariidae,Hypostomus,lexi
Loricariidae,Hypostomus,lima
Loricariidae,Hypostomus,longiradiatus
Loricariidae,Hypostomus,luteomaculatus
Loricariidae,Hypostomus,luteus
Loricariidae,Hypostomus,macrophthalmus
Loricariidae,Hypostomus,macrops
Loricariidae,Hypostomus,macushi
Loricariidae,Hypostomus,margaritifer
Loricariidae,Hypostomus,meleagris
Loricariidae,Hypostomus,micromaculatus
Loricariidae,Hypostomus,microstomus
Loricariidae,Hypostomus,mutucae
Loricariidae,Hypostomus,myersi
Loricariidae,Hypostomus,nematopterus
Loricariidae,Hypostomus,niceforoi
Loricariidae,Hypostomus,nickeriensis
Loricariidae,Hypostomus,niger
Loricariidae,Hypostomus,nigromaculatus
Loricariidae,Hypostomus,nudiventris
Loricariidae,Hypostomus,obtusirostris
Loricariidae,Hypostomus,occidentalis
Loricariidae,Hypostomus,oculeus
Loricariidae,Hypostomus,pagei
Loricariidae,Hypostomus,panamensis
Loricariidae,Hypostomus,pantherinus
Loricariidae,Hypostomus,papariae
Loricariidae,Hypostomus,paranensis
Loricariidae,Hypostomus,paucimaculatus
Loricariidae,Hypostomus,paucipunctatus
Loricariidae,Hypostomus,paulinus
Loricariidae,Hypostomus,piratatu
Loricariidae,Hypostomus,plecostomoides
Loricariidae,Hypostomus,plecostomus
Loricariidae,Hypostomus,pseudohemiurus
Loricariidae,Hypostomus,punctatus
Loricariidae,Hypostomus,pusarum
Loricariidae,Hypostomus,pyrineusi
Loricariidae,Hypostomus,regani
Loricariidae,Hypostomus,rhantos
Loricariidae,Hypostomus,robinii
Loricariidae,Hypostomus,rondoni
Loricariidae,Hypostomus,roseopunctatus
Loricariidae,Hypostomus,saramaccensis
Loricariidae,Hypostomus,scabriceps
Loricariidae,Hypostomus,scaphyceps
Loricariidae,Hypostomus,sculpodon
Loricariidae,Hypostomus,seminudus
Loricariidae,Hypostomus,simios
Loricariidae,Hypostomus,sipaliwinii
Loricariidae,Hypostomus,soniae
Loricariidae,Hypostomus,strigaticeps
Loricariidae,Hypostomus,subcarinatus
Loricariidae,Hypostomus,surinamensis
Loricariidae,Hypostomus,tapanahoniensis
Loricariidae,Hypostomus,taphorni
Loricariidae,Hypostomus,tapijara
Loricariidae,Hypostomus,ternetzi
Loricariidae,Hypostomus,tietensis
Loricariidae,Hypostomus,topavae
Loricariidae,Hypostomus,unae
Loricariidae,Hypostomus,uruguayensis
Loricariidae,Hypostomus,vaillanti
Loricariidae,Hypostomus,variipictus
Loricariidae,Hypostomus,varimaculosus
Loricariidae,Hypostomus,variostictus
Loricariidae,Hypostomus,ventromaculatus
Loricariidae,Hypostomus,vermicularis
Loricariidae,Hypostomus,verres
Loricariidae,Hypostomus,waiampi
Loricariidae,Hypostomus,watwata
Loricariidae,Hypostomus,winzi
Loricariidae,Hypostomus,wuchereri
Loricariidae,Isbrueckerichthys,alipionis
Loricariidae,Isbrueckerichthys,calvus
Loricariidae,Isbrueckerichthys,duseni
Loricariidae,Isbrueckerichthys,epakmos
Loricariidae,Isbrueckerichthys,saxicola
Loricariidae,Isorineloricaria,spinosissima
Loricariidae,Ixinandria,montebelloi
Loricariidae,Ixinandria,steinbachi
Loricariidae,Kronichthys,heylandi
Loricariidae,Kronichthys,lacerta
Loricariidae,Kronichthys,subteres
Loricariidae,Lamontichthys,filamentosus
Loricariidae,Lamontichthys,llanero
Loricariidae,Lamontichthys,maracaibero
Loricariidae,Lamontichthys,stibaros
Loricariidae,Lasiancistrus,caquetae
Loricariidae,Lasiancistrus,castelnaui
Loricariidae,Lasiancistrus,caucanus
Loricariidae,Lasiancistrus,guacharote
Loricariidae,Lasiancistrus,guapore
Loricariidae,Lasiancistrus,heteracanthus
Loricariidae,Lasiancistrus,maracaiboensis
Loricariidae,Lasiancistrus,mayoloi
Loricariidae,Lasiancistrus,multispinis
Loricariidae,Lasiancistrus,mystacinus
Loricariidae,Lasiancistrus,nationi
Loricariidae,Lasiancistrus,planiceps
Loricariidae,Lasiancistrus,saetiger
Loricariidae,Lasiancistrus,scolymus
Loricariidae,Lasiancistrus,tentaculatus
Loricariidae,Lasiancistrus,volcanensis
Loricariidae,Leporacanthicus,galaxias
Loricariidae,Leporacanthicus,heterodon
Loricariidae,Leporacanthicus,joselimai
Loricariidae,Leporacanthicus,triactis
Loricariidae,Leptoancistrus,canensis
Loricariidae,Leptoancistrus,cordobensis
Loricariidae,Limatulichthys,griseus
Loricariidae,Lipopterichthys,carrioni
Loricariidae,Lithogenes,valencia
Loricariidae,Lithogenes,villosus
Loricariidae,Lithoxus,boujardi
Loricariidae,Lithoxus,bovallii
Loricariidae,Lithoxus,lithoides
Loricariidae,Lithoxus,pallidimaculatus
Loricariidae,Lithoxus,planquettei
Loricariidae,Lithoxus,stocki
Loricariidae,Lithoxus,surinamensis
Loricariidae,Loricaria,apeltogaster
Loricariidae,Loricaria,cataphracta
Loricariidae,Loricaria,clavipinna
Loricariidae,Loricaria,lata
Loricariidae,Loricaria,lentiginosa
Loricariidae,Loricaria,nickeriensis
Loricariidae,Loricaria,parnahybae
Loricariidae,Loricaria,piracicabae
Loricariidae,Loricaria,prolixa
Loricariidae,Loricaria,simillima
Loricariidae,Loricaria,tucumanensis
Loricariidae,Loricariichthys,acutus
Loricariidae,Loricariichthys,anus
Loricariidae,Loricariichthys,cashibo
Loricariidae,Loricariichthys,castaneus
Loricariidae,Loricariichthys,chanjoo
Loricariidae,Loricariichthys,derbyi
Loricariidae,Loricariichthys,edentatus
Loricariidae,Loricariichthys,hauxwelli
Loricariidae,Loricariichthys,labialis
Loricariidae,Loricariichthys,maculatus
Loricariidae,Loricariichthys,melanocheilus
Loricariidae,Loricariichthys,microdon
Loricariidae,Loricariichthys,nudirostris
Loricariidae,Loricariichthys,platymetopon
Loricariidae,Loricariichthys,rostratus
Loricariidae,Loricariichthys,stuebelii
Loricariidae,Loricariichthys,ucayalensis
Loricariidae,Megalancistrus,barrae
Loricariidae,Megalancistrus,parananus
Loricariidae,Metaloricaria,nijsseni
Loricariidae,Metaloricaria,paucidens
Loricariidae,Microlepidogaster,bourguyi
Loricariidae,Microlepidogaster,perforatus
Loricariidae,Nannoptopoma,spectabilis
Loricariidae,Nannoptopoma,sternoptychum
Loricariidae,Neblinichthys,pilosus
Loricariidae,Neblinichthys,roraima
Loricariidae,Neoplecostomus,espiritosantensis
Loricariidae,Neoplecostomus,franciscoensis
Loricariidae,Neoplecostomus,granosus
Loricariidae,Neoplecostomus,microps
Loricariidae,Neoplecostomus,paranensis
Loricariidae,Neoplecostomus,ribeirensis
Loricariidae,Neoplecostomus,variipictus
Loricariidae,Niobichthys,ferrarisi
Loricariidae,Oligancistrus,punctatissimus
Loricariidae,Otocinclus,affinis
Loricariidae,Otocinclus,bororo
Loricariidae,Otocinclus,caxarari
Loricariidae,Otocinclus,cocama
Loricariidae,Otocinclus,flexilis
Loricariidae,Otocinclus,gibbosus
Loricariidae,Otocinclus,hasemani
Loricariidae,Otocinclus,hoppei
Loricariidae,Otocinclus,huaorani
Loricariidae,Otocinclus,macrospilus
Loricariidae,Otocinclus,mariae
Loricariidae,Otocinclus,mimulus
Loricariidae,Otocinclus,mura
Loricariidae,Otocinclus,tapirape
Loricariidae,Otocinclus,vestitus
Loricariidae,Otocinclus,vittatus
Loricariidae,Otocinclus,xakriaba
Loricariidae,Otothyris,juquiae
Loricariidae,Otothyris,lophophanes
Loricariidae,Otothyris,rostrata
Loricariidae,Otothyris,travassosi
Loricariidae,Otothyropsis,marapoama
Loricariidae,Oxyropsis,acutirostra
Loricariidae,Oxyropsis,carinata
Loricariidae,Oxyropsis,wrightiana
Loricariidae,Panaque,albomaculatus
Loricariidae,Panaque,changae
